PosX,PosY,PosZ,DirX,DirY,DirZ,LeftX,LeftY,LeftZ,RightX,RightY,RightZ
-419.211,-23.579,-206.337,0.122,0.000,0.993,-428.144,-22.756,-205.239,-410.278,-24.402,-207.436
-418.601,-23.578,-201.375,0.171,-0.003,0.985,-427.533,-22.757,-200.276,-409.668,-24.399,-202.473
-417.742,-23.594,-196.443,0.122,0.002,0.993,-426.427,-22.798,-195.375,-409.058,-24.390,-197.510
-417.131,-23.586,-191.474,0.171,-0.002,0.985,-425.752,-22.792,-189.973,-408.511,-24.380,-192.974
-416.273,-23.594,-186.542,0.122,0.003,0.993,-424.958,-22.803,-185.474,-407.588,-24.386,-187.609
-415.662,-23.579,-181.573,0.171,0.000,0.985,-424.282,-22.789,-180.072,-407.042,-24.369,-183.073
-414.804,-23.579,-176.641,0.220,-0.004,0.975,-423.488,-22.792,-175.573,-406.119,-24.367,-177.708
-413.700,-23.601,-171.757,0.171,0.002,0.985,-422.321,-22.815,-170.257,-405.080,-24.387,-173.258
-412.842,-23.593,-166.825,0.171,0.002,0.985,-421.377,-22.809,-164.896,-404.307,-24.377,-168.754
-411.985,-23.583,-161.899,0.220,-0.001,0.975,-420.851,-22.779,-160.356,-403.118,-24.388,-163.442
-410.881,-23.589,-157.016,0.220,-0.001,0.975,-419.501,-22.809,-155.516,-402.261,-24.369,-158.516
-409.779,-23.594,-152.139,0.220,0.001,0.975,-418.557,-22.793,-150.155,-401.000,-24.394,-154.123
-408.677,-23.590,-147.262,0.220,0.001,0.975,-417.455,-22.791,-145.278,-399.898,-24.389,-149.246
-407.574,-23.585,-142.385,0.269,-0.002,0.963,-416.353,-22.788,-140.401,-398.796,-24.381,-144.369
-406.228,-23.593,-137.563,0.269,-0.001,0.963,-414.763,-22.821,-135.634,-397.694,-24.366,-139.492
-404.884,-23.599,-132.747,0.269,0.001,0.963,-413.552,-22.806,-130.327,-396.215,-24.392,-135.167
-403.540,-23.595,-127.931,0.269,0.001,0.963,-412.208,-22.805,-125.511,-394.871,-24.386,-130.351
-402.195,-23.589,-123.115,0.317,-0.001,0.949,-410.864,-22.800,-120.695,-393.527,-24.377,-125.535
-400.610,-23.593,-118.367,0.317,0.000,0.949,-409.038,-22.829,-116.014,-392.182,-24.357,-120.719
-399.027,-23.594,-113.624,0.317,0.002,0.949,-407.564,-22.810,-110.774,-390.490,-24.379,-116.473
-397.444,-23.584,-108.881,0.364,-0.001,0.932,-405.981,-22.801,-106.031,-388.907,-24.366,-111.731
-395.623,-23.591,-104.217,0.364,0.001,0.932,-403.923,-22.833,-101.447,-387.324,-24.348,-106.988
-393.805,-23.585,-99.560,0.410,-0.002,0.912,-402.189,-22.807,-96.287,-385.421,-24.363,-102.832
-391.754,-23.595,-94.993,0.410,0.001,0.912,-399.905,-22.842,-91.811,-383.603,-24.348,-98.174
-389.706,-23.589,-90.431,0.410,0.002,0.912,-397.916,-22.816,-86.744,-381.496,-24.363,-94.118
-387.658,-23.578,-85.870,0.498,-0.003,0.867,-395.868,-22.808,-82.183,-379.448,-24.348,-89.557
-385.153,-23.593,-81.514,0.498,-0.002,0.867,-393.363,-22.826,-77.827,-376.943,-24.361,-85.201
-382.661,-23.602,-77.179,0.498,0.003,0.867,-390.464,-22.836,-72.694,-374.859,-24.368,-81.665
-380.169,-23.590,-72.844,0.498,0.004,0.867,-387.971,-22.826,-68.359,-372.367,-24.353,-77.330
-377.677,-23.570,-68.510,0.582,0.000,0.813,-385.480,-22.812,-64.024,-369.875,-24.329,-72.995
-374.752,-23.572,-64.424,0.660,-0.007,0.751,-382.554,-22.816,-59.939,-366.949,-24.327,-68.910
-371.434,-23.607,-60.650,0.582,0.007,0.813,-378.751,-22.853,-55.410,-364.117,-24.361,-65.890
-368.509,-23.574,-56.565,0.696,-0.004,0.718,-375.268,-22.820,-50.623,-361.749,-24.327,-62.507
-364.988,-23.592,-52.936,0.696,0.002,0.718,-372.509,-22.831,-47.551,-357.467,-24.352,-58.321
-361.506,-23.583,-49.348,0.764,-0.004,0.645,-367.965,-22.836,-43.080,-355.047,-24.331,-55.615
-357.665,-23.605,-46.107,0.764,0.002,0.645,-364.125,-22.865,-39.840,-351.206,-24.344,-52.375
-353.844,-23.596,-42.883,0.796,0.000,0.606,-359.647,-22.854,-36.004,-348.040,-24.338,-49.762
-349.861,-23.594,-39.850,0.852,-0.001,0.524,-355.826,-22.842,-32.780,-343.896,-24.347,-46.920
-345.580,-23.600,-37.219,0.852,0.002,0.524,-351.033,-22.867,-30.058,-340.127,-24.333,-44.379
-341.321,-23.592,-34.600,0.900,0.001,0.436,-346.034,-22.864,-26.933,-336.607,-24.320,-42.267
-336.799,-23.587,-32.407,0.920,0.000,0.391,-341.513,-22.862,-24.740,-332.086,-24.311,-40.075
-332.191,-23.586,-30.451,0.955,0.000,0.297,-336.227,-22.849,-22.128,-328.155,-24.324,-38.774
-327.394,-23.587,-28.957,0.968,-0.001,0.249,-330.911,-22.868,-20.673,-323.876,-24.305,-37.241
-322.545,-23.589,-27.709,0.289,0.954,0.074,-325.296,-22.859,-18.877,-319.795,-24.320,-36.540
-317.703,-7.596,-26.462,0.968,0.022,0.249,-322.689,-7.703,-7.094,-312.718,-7.489,-45.831
-316.258,-7.563,-26.090,0.968,0.022,0.249,-321.244,-7.666,-6.722,-311.273,-7.460,-45.459
-311.417,-7.454,-24.844,0.832,0.019,0.555,-316.403,-7.545,-5.476,-306.432,-7.362,-44.213
-307.013,-7.350,-21.903,-0.125,-0.002,0.992,-311.562,-7.424,-4.230,-302.463,-7.277,-39.577
-308.408,-7.368,-10.811,-0.774,-0.017,0.633,-313.961,-7.478,-2.494,-302.855,-7.259,-19.128
-313.745,-7.483,-6.443,-0.209,0.001,0.978,-323.418,-7.722,-7.659,-304.071,-7.244,-5.226
-315.080,-7.477,-0.181,-0.110,-0.001,0.994,-323.314,-7.724,-10.241,-306.846,-7.230,9.879
-315.634,-7.482,4.813,-0.256,-0.001,0.967,-324.925,-7.726,2.832,-306.342,-7.238,6.795
-316.930,-7.488,9.700,-0.208,0.001,0.978,-326.621,-7.742,8.626,-307.239,-7.235,10.775
-317.970,-7.482,14.597,-0.304,0.000,0.953,-327.394,-7.742,12.097,-308.546,-7.222,17.097
-319.498,-7.484,19.384,-0.351,0.000,0.936,-328.791,-7.741,17.410,-310.206,-7.227,21.358
-321.257,-7.486,24.071,-0.398,0.000,0.918,-330.545,-7.754,21.106,-311.969,-7.219,27.036
-323.248,-7.487,28.665,-0.443,0.000,0.897,-332.376,-7.760,25.240,-314.119,-7.214,32.090
-325.465,-7.488,33.153,-0.487,0.001,0.873,-334.411,-7.763,29.276,-316.519,-7.212,37.030
-327.904,-7.483,37.525,-0.611,-0.001,0.791,-336.645,-7.764,33.206,-319.163,-7.202,41.844
-330.995,-7.489,41.526,-0.650,0.001,0.760,-339.510,-7.769,36.776,-322.480,-7.209,46.276
-334.250,-7.486,45.330,-0.722,0.000,0.691,-341.966,-7.776,39.370,-326.534,-7.196,51.291
-337.880,-7.486,48.804,-0.788,0.000,0.616,-345.479,-7.781,42.303,-330.282,-7.191,55.305
-341.838,-7.484,51.900,-0.870,-0.001,0.492,-348.406,-7.773,45.036,-335.270,-7.195,58.764
-346.239,-7.490,54.389,-0.894,0.001,0.448,-352.246,-7.784,46.709,-340.232,-7.195,62.069
-350.714,-7.487,56.634,-0.915,0.001,0.403,-355.515,-7.791,48.148,-345.913,-7.182,65.120
-355.295,-7.479,58.652,-0.965,-0.001,0.263,-359.666,-7.783,49.936,-350.924,-7.176,67.367
-360.173,-7.482,59.981,-0.977,0.000,0.214,-364.104,-7.791,51.058,-356.243,-7.173,68.904
-365.063,-7.480,61.054,-0.993,-0.001,0.116,-367.626,-7.793,51.647,-362.500,-7.168,70.461
-370.054,-7.485,61.638,-0.998,0.000,0.066,-372.091,-7.794,52.359,-368.017,-7.176,70.917
-375.049,-7.487,61.970,-0.998,0.001,0.066,-376.182,-7.807,52.286,-373.917,-7.168,71.654
-380.038,-7.481,62.302,-0.997,-0.002,-0.082,-380.669,-7.797,52.823,-379.408,-7.166,71.781
-385.077,-7.491,61.886,-0.999,0.001,-0.033,-385.724,-7.815,52.157,-384.430,-7.168,71.614
-390.080,-7.484,61.723,-0.991,0.000,-0.132,-389.277,-7.813,52.006,-390.884,-7.155,71.440
-395.061,-7.486,61.061,-0.991,0.001,-0.132,-394.753,-7.807,51.566,-395.370,-7.166,70.556
-400.018,-7.481,60.402,-0.973,-0.001,-0.230,-398.766,-7.807,50.984,-401.270,-7.155,69.819
-404.908,-7.485,59.247,-0.973,0.000,-0.230,-403.656,-7.812,49.830,-406.160,-7.158,68.664
-409.774,-7.483,58.098,-0.961,0.000,-0.278,-407.591,-7.814,48.852,-411.957,-7.151,67.344
-414.583,-7.482,56.706,-0.945,0.000,-0.326,-412.343,-7.824,47.217,-416.824,-7.140,66.195
-419.316,-7.484,55.075,-0.928,-0.001,-0.373,-416.605,-7.830,45.710,-422.028,-7.139,64.440
-423.962,-7.487,53.210,-0.928,0.001,-0.373,-420.786,-7.835,43.992,-427.138,-7.139,62.428
-428.602,-7.484,51.347,-0.908,0.000,-0.418,-425.063,-7.826,42.531,-432.141,-7.141,60.163
-433.149,-7.482,49.252,-0.886,0.000,-0.463,-429.517,-7.834,40.204,-436.781,-7.129,58.301
-437.586,-7.483,46.933,-0.862,-0.001,-0.507,-433.506,-7.839,38.078,-441.665,-7.127,55.789
-441.901,-7.486,44.395,-0.862,0.000,-0.507,-437.384,-7.844,35.755,-446.418,-7.127,53.036
-446.211,-7.483,41.860,-0.836,0.000,-0.549,-441.394,-7.836,33.672,-451.027,-7.131,50.049
-450.394,-7.483,39.110,-0.807,-0.001,-0.590,-445.451,-7.846,30.706,-455.337,-7.120,47.514
-454.434,-7.486,36.154,-0.807,0.001,-0.590,-449.077,-7.853,28.007,-459.790,-7.119,44.301
-458.469,-7.482,33.202,-0.777,0.000,-0.630,-452.860,-7.842,25.535,-464.078,-7.122,40.869
-462.357,-7.482,30.048,-0.744,-0.001,-0.668,-456.600,-7.854,22.179,-468.114,-7.110,37.917
-466.082,-7.484,26.703,-0.744,0.000,-0.668,-459.939,-7.859,19.132,-472.225,-7.110,34.275
-469.802,-7.482,23.363,-0.710,0.000,-0.704,-463.456,-7.850,16.294,-476.149,-7.114,30.432
-473.356,-7.483,19.837,-0.710,0.001,-0.704,-466.842,-7.862,12.582,-479.869,-7.103,27.092
-476.905,-7.478,16.315,-0.636,-0.002,-0.772,-470.213,-7.851,9.572,-483.597,-7.105,23.058
-480.102,-7.486,12.438,-0.636,0.000,-0.772,-473.410,-7.860,5.695,-486.793,-7.111,19.181
-483.282,-7.488,8.580,-0.636,0.001,-0.772,-475.953,-7.866,2.537,-490.612,-7.109,14.624
-486.463,-7.484,4.723,-0.597,0.000,-0.802,-479.133,-7.865,-1.321,-493.793,-7.103,10.766
-489.451,-7.485,0.706,-0.597,0.001,-0.802,-481.928,-7.878,-5.497,-496.974,-7.092,6.908
-492.435,-7.479,-3.306,-0.514,-0.002,-0.858,-484.812,-7.865,-8.976,-500.058,-7.094,2.364
-495.018,-7.489,-7.616,-0.514,0.000,-0.858,-487.395,-7.877,-13.286,-502.640,-7.101,-1.947
-497.588,-7.491,-11.905,-0.514,0.000,-0.858,-489.439,-7.882,-16.788,-505.737,-7.100,-7.022
-500.158,-7.489,-16.194,-0.514,0.002,-0.858,-492.008,-7.883,-21.077,-508.307,-7.095,-11.311
-502.727,-7.480,-20.483,-0.426,-0.001,-0.905,-494.578,-7.875,-25.366,-510.877,-7.085,-15.601
-504.868,-7.487,-25.029,-0.426,0.000,-0.905,-496.719,-7.885,-29.912,-513.017,-7.089,-20.147
-506.999,-7.488,-29.553,-0.426,0.001,-0.905,-498.404,-7.889,-33.600,-515.593,-7.086,-25.505
-509.129,-7.483,-34.076,-0.380,0.000,-0.925,-500.534,-7.887,-38.124,-517.723,-7.080,-30.029
-511.033,-7.483,-38.706,-0.380,0.001,-0.925,-502.212,-7.899,-42.860,-519.854,-7.068,-34.552
-512.934,-7.479,-43.330,-0.286,-0.002,-0.958,-504.148,-7.888,-46.944,-521.721,-7.071,-39.717
-514.374,-7.491,-48.145,-0.380,0.003,-0.925,-505.588,-7.901,-51.758,-523.160,-7.081,-44.532
-516.284,-7.476,-52.792,-0.286,-0.001,-0.958,-507.182,-7.890,-55.513,-525.387,-7.063,-50.072
-517.723,-7.479,-57.607,-0.286,0.000,-0.958,-508.937,-7.892,-61.219,-526.510,-7.066,-53.994
-519.155,-7.477,-62.397,-0.190,-0.003,-0.982,-510.053,-7.895,-65.118,-528.257,-7.059,-59.677
-520.107,-7.493,-67.331,-0.286,0.002,-0.958,-511.005,-7.913,-70.051,-529.210,-7.073,-64.611
-521.546,-7.483,-72.146,-0.190,-0.002,-0.982,-512.218,-7.906,-73.946,-530.874,-7.061,-70.345
-522.498,-7.492,-77.079,-0.286,0.003,-0.958,-513.396,-7.916,-79.799,-531.601,-7.069,-74.360
-523.937,-7.475,-81.894,-0.190,0.000,-0.982,-514.609,-7.902,-83.695,-533.265,-7.048,-80.093
-524.890,-7.477,-86.828,-0.190,0.000,-0.982,-515.787,-7.905,-89.548,-533.992,-7.050,-84.108
-525.837,-7.476,-91.737,-0.091,-0.004,-0.996,-516.510,-7.908,-93.538,-535.165,-7.044,-89.936
-526.294,-7.495,-96.741,-0.190,0.001,-0.982,-516.966,-7.929,-98.542,-535.622,-7.061,-94.940
-527.246,-7.489,-101.675,-0.190,0.002,-0.982,-517.786,-7.924,-102.538,-536.707,-7.053,-100.812
-528.194,-7.481,-106.584,-0.091,-0.003,-0.996,-518.866,-7.919,-108.385,-537.522,-7.042,-104.784
-528.650,-7.493,-111.589,-0.190,0.003,-0.982,-519.323,-7.934,-113.389,-537.978,-7.053,-109.788
-529.603,-7.480,-116.522,-0.091,-0.002,-0.996,-520.142,-7.924,-117.386,-539.063,-7.037,-115.659
-530.059,-7.490,-121.526,-0.140,0.001,-0.990,-520.731,-7.935,-123.327,-539.387,-7.044,-119.726
-530.763,-7.485,-126.483,-0.140,0.001,-0.990,-521.551,-7.921,-127.324,-539.974,-7.048,-125.642
-531.465,-7.479,-131.433,-0.091,-0.001,-0.996,-522.059,-7.930,-132.768,-540.871,-7.029,-130.099
-531.920,-7.484,-136.419,-0.091,-0.001,-0.996,-522.761,-7.925,-137.718,-541.078,-7.043,-135.119
-532.374,-7.487,-141.398,-0.091,0.000,-0.996,-522.913,-7.943,-142.261,-541.835,-7.031,-140.535
-532.828,-7.490,-146.377,-0.091,0.000,-0.996,-523.367,-7.948,-147.240,-542.289,-7.031,-145.514
-533.282,-7.492,-151.357,-0.091,0.000,-0.996,-523.822,-7.953,-152.220,-542.743,-7.030,-150.494
-533.737,-7.492,-156.336,-0.091,0.000,-0.996,-524.276,-7.956,-157.199,-543.197,-7.028,-155.473
-534.191,-7.492,-161.315,-0.091,0.000,-0.996,-524.730,-7.959,-162.178,-543.651,-7.026,-160.452
-534.645,-7.491,-166.294,-0.091,0.000,-0.996,-525.184,-7.960,-167.157,-544.106,-7.022,-165.431
-535.099,-7.490,-171.274,-0.091,0.001,-0.996,-525.638,-7.962,-172.136,-544.560,-7.018,-170.411
-535.553,-7.487,-176.253,-0.091,0.001,-0.996,-526.092,-7.962,-177.116,-545.014,-7.012,-175.390
-536.007,-7.484,-181.232,-0.091,0.001,-0.996,-526.546,-7.961,-182.095,-545.468,-7.006,-180.370
-536.461,-7.480,-186.211,-0.091,0.001,-0.996,-527.000,-7.960,-187.074,-545.922,-7.000,-185.349
-536.915,-7.475,-191.191,-0.041,-0.001,-0.999,-527.454,-7.958,-192.053,-546.376,-6.992,-190.328
-537.120,-7.483,-196.193,-0.041,-0.001,-0.999,-527.908,-7.956,-197.033,-546.332,-7.010,-195.353
-537.325,-7.489,-201.188,-0.091,0.001,-0.996,-527.833,-7.978,-201.577,-546.817,-7.001,-200.799
-537.779,-7.483,-206.174,-0.041,-0.001,-0.999,-528.536,-7.961,-206.552,-547.021,-7.005,-205.795
-537.983,-7.489,-211.176,-0.041,-0.001,-0.999,-528.772,-7.970,-212.015,-547.195,-7.008,-210.337
-538.188,-7.494,-216.172,-0.091,0.001,-0.996,-528.696,-7.991,-216.560,-547.680,-6.998,-215.783
-538.642,-7.487,-221.157,-0.041,-0.001,-0.999,-529.400,-7.973,-221.535,-547.884,-7.001,-220.779
-538.847,-7.493,-226.159,-0.041,-0.001,-0.999,-529.635,-7.981,-226.998,-548.058,-7.005,-225.320
-539.051,-7.499,-231.155,-0.041,-0.001,-0.999,-529.559,-8.003,-231.543,-548.543,-6.994,-230.766
-539.255,-7.505,-236.151,-0.041,-0.001,-0.999,-529.763,-8.012,-236.539,-548.747,-6.998,-235.762
-539.460,-7.512,-241.146,-0.041,-0.002,-0.999,-529.967,-8.021,-241.535,-548.952,-7.002,-240.758
-539.664,-7.519,-246.142,-0.041,-0.002,-0.999,-530.172,-8.031,-246.530,-549.156,-7.008,-245.754
-539.868,-7.528,-251.138,-0.041,-0.002,-0.999,-530.376,-8.042,-251.526,-549.360,-7.013,-250.750
-540.072,-7.537,-256.133,-0.041,-0.002,-0.999,-530.580,-8.054,-256.521,-549.564,-7.021,-255.746
-540.276,-7.548,-261.129,-0.041,-0.002,-0.999,-530.784,-8.067,-261.517,-549.768,-7.029,-260.741
-540.480,-7.560,-266.125,-0.041,-0.003,-0.999,-530.988,-8.082,-266.513,-549.972,-7.039,-265.737
-540.684,-7.574,-271.121,-0.041,-0.003,-0.999,-531.192,-8.098,-271.508,-550.176,-7.050,-270.733
-540.888,-7.590,-276.116,-0.041,-0.003,-0.999,-531.396,-8.116,-276.504,-550.380,-7.063,-275.729
-541.092,-7.607,-281.112,0.009,-0.007,-1.000,-531.600,-8.136,-281.500,-550.584,-7.078,-280.724
-541.046,-7.641,-286.118,-0.041,-0.004,-0.999,-531.804,-8.158,-286.495,-550.289,-7.124,-285.741
-541.251,-7.662,-291.120,-0.041,-0.005,-0.999,-532.001,-8.179,-291.035,-550.500,-7.145,-291.205
-541.454,-7.687,-296.115,0.009,-0.008,-1.000,-531.962,-8.224,-296.503,-550.946,-7.151,-295.728
-541.408,-7.728,-301.121,-0.041,-0.006,-0.999,-532.166,-8.253,-301.498,-550.651,-7.203,-300.744
-541.612,-7.758,-306.123,0.009,-0.009,-1.000,-532.363,-8.282,-306.038,-550.862,-7.234,-306.208
-541.566,-7.805,-311.129,0.009,-0.010,-1.000,-532.324,-8.334,-311.506,-550.809,-7.275,-310.752
-541.521,-7.855,-316.129,-0.041,-0.008,-0.999,-532.021,-8.397,-316.041,-551.020,-7.312,-316.216
-541.725,-7.894,-321.130,0.009,-0.011,-1.000,-532.475,-8.424,-321.045,-550.974,-7.363,-321.215
-541.678,-7.951,-326.136,0.009,-0.012,-1.000,-532.436,-8.489,-326.513,-550.921,-7.413,-325.759
-541.632,-8.010,-331.136,0.009,-0.013,-1.000,-532.133,-8.560,-331.048,-551.132,-7.460,-331.223
-541.586,-8.075,-336.135,0.009,-0.013,-1.000,-532.086,-8.627,-336.047,-551.086,-7.522,-336.222
-541.540,-8.142,-341.134,0.059,-0.017,-0.998,-532.040,-8.697,-341.046,-551.039,-7.587,-341.222
-541.244,-8.229,-346.131,0.009,-0.015,-1.000,-531.994,-8.772,-346.045,-550.493,-7.686,-346.216
-541.197,-8.303,-351.136,0.059,-0.019,-0.998,-531.964,-8.842,-350.589,-550.431,-7.765,-351.683
-540.901,-8.399,-356.133,0.009,-0.017,-1.000,-531.652,-8.948,-356.047,-550.151,-7.850,-356.218
-540.855,-8.483,-361.138,0.059,-0.021,-0.998,-531.621,-9.026,-360.590,-550.089,-7.940,-361.685
-540.559,-8.587,-366.134,0.059,-0.021,-0.998,-531.309,-9.142,-366.049,-549.808,-8.032,-366.220
-540.263,-8.694,-371.124,0.109,-0.026,-0.994,-530.780,-9.257,-370.562,-549.746,-8.131,-371.686
-539.718,-8.822,-376.100,0.059,-0.023,-0.998,-530.484,-9.373,-375.552,-548.951,-8.270,-376.647
-539.422,-8.938,-381.095,0.109,-0.028,-0.994,-530.227,-9.481,-380.087,-548.617,-8.395,-382.103
-538.877,-9.076,-386.070,0.109,-0.028,-0.994,-529.643,-9.633,-385.523,-548.110,-8.518,-386.617
-538.332,-9.215,-391.038,0.158,-0.032,-0.987,-528.889,-9.778,-390.004,-547.775,-8.652,-392.073
-537.539,-9.376,-395.979,0.109,-0.030,-0.994,-528.344,-9.928,-394.971,-546.734,-8.825,-396.987
-536.994,-9.525,-400.953,0.158,-0.034,-0.987,-527.861,-10.065,-399.487,-546.127,-8.985,-402.419
-536.200,-9.696,-405.893,0.158,-0.035,-0.987,-527.006,-10.255,-404.885,-545.395,-9.138,-406.901
-535.408,-9.869,-410.827,0.208,-0.039,-0.977,-526.028,-10.430,-409.321,-544.788,-9.308,-412.333
-534.369,-10.064,-415.721,0.208,-0.039,-0.977,-525.236,-10.614,-414.255,-543.502,-9.514,-417.188
-533.332,-10.259,-420.608,0.256,-0.043,-0.966,-524.039,-10.809,-418.635,-542.625,-9.710,-422.581
-532.049,-10.477,-425.444,0.256,-0.044,-0.966,-523.001,-11.016,-423.523,-541.098,-9.937,-427.365
-530.769,-10.695,-430.272,0.256,-0.045,-0.966,-521.586,-11.232,-427.837,-539.952,-10.158,-432.707
-529.489,-10.920,-435.100,0.351,-0.051,-0.935,-520.306,-11.461,-432.665,-538.671,-10.379,-437.535
-527.725,-11.176,-439.800,0.351,-0.052,-0.935,-518.543,-11.721,-437.365,-536.908,-10.631,-442.235
-525.971,-11.435,-444.475,0.351,-0.052,-0.935,-517.076,-11.938,-441.137,-534.865,-10.933,-447.813
-524.216,-11.697,-449.150,0.442,-0.058,-0.895,-515.322,-12.203,-445.812,-533.110,-11.190,-452.488
-521.993,-11.990,-453.649,0.442,-0.059,-0.895,-513.099,-12.501,-450.310,-530.887,-11.479,-456.987
-519.782,-12.283,-458.123,0.486,-0.062,-0.872,-511.265,-12.745,-453.915,-528.299,-11.820,-462.331
-517.347,-12.593,-462.488,0.529,-0.064,-0.846,-508.606,-13.072,-458.168,-526.088,-12.114,-466.807
-514.697,-12.916,-466.723,0.611,-0.069,-0.789,-506.183,-13.371,-461.972,-523.211,-12.462,-471.474
-511.626,-13.264,-470.688,0.649,-0.071,-0.757,-503.573,-13.681,-465.649,-519.680,-12.847,-475.727
-508.374,-13.621,-474.478,0.722,-0.075,-0.688,-500.666,-13.989,-468.508,-516.083,-13.253,-480.448
-504.747,-13.998,-477.938,0.755,-0.077,-0.651,-497.537,-14.327,-471.752,-511.958,-13.668,-484.123
-500.967,-14.381,-481.198,0.843,-0.080,-0.531,-494.237,-14.654,-474.143,-507.697,-14.109,-488.253
-496.702,-14.786,-483.886,0.843,-0.081,-0.531,-490.334,-15.026,-476.502,-503.069,-14.545,-491.269
-492.485,-15.188,-486.543,0.913,-0.083,-0.400,-487.154,-15.323,-478.082,-497.816,-15.053,-495.003
-487.869,-15.606,-488.565,0.948,-0.083,-0.307,-482.671,-15.745,-480.316,-493.066,-15.467,-496.814
-483.104,-16.024,-490.106,0.983,-0.083,-0.162,-479.091,-16.051,-480.946,-487.116,-15.998,-499.266
-478.132,-16.443,-490.925,0.997,-0.081,-0.014,-475.132,-16.396,-481.649,-481.132,-16.490,-500.202
-473.093,-16.853,-490.996,0.980,-0.075,0.183,-471.508,-16.691,-481.376,-474.679,-17.016,-500.616
-468.096,-17.237,-490.065,0.926,-0.068,0.372,-467.957,-16.957,-480.066,-468.236,-17.518,-500.064
-463.378,-17.582,-488.169,0.926,-0.069,0.372,-465.117,-17.169,-478.830,-461.639,-17.995,-497.508
-458.749,-17.928,-486.309,0.808,-0.056,0.586,-462.291,-17.384,-477.494,-455.207,-18.472,-495.124
-454.587,-18.218,-483.289,0.778,-0.054,0.626,-458.036,-17.694,-474.706,-451.138,-18.742,-491.872
-450.693,-18.487,-480.155,0.712,-0.049,0.701,-456.125,-17.820,-472.668,-445.261,-19.153,-487.641
-447.117,-18.733,-476.634,0.639,-0.043,0.768,-452.761,-18.063,-469.623,-441.474,-19.402,-483.645
-443.909,-18.947,-472.774,0.639,-0.045,0.768,-450.223,-18.233,-466.361,-437.595,-19.661,-479.188
-440.716,-19.173,-468.932,0.559,-0.039,0.828,-447.638,-18.419,-463.180,-433.795,-19.927,-474.685
-437.908,-19.371,-464.771,0.559,-0.042,0.828,-444.829,-18.621,-459.019,-430.986,-20.121,-470.524
-435.113,-19.580,-460.630,0.474,-0.036,0.880,-442.573,-18.792,-455.595,-427.653,-20.368,-465.664
-432.733,-19.763,-456.209,0.429,-0.034,0.903,-440.193,-18.979,-451.174,-425.273,-20.546,-461.243
-430.585,-19.935,-451.691,0.384,-0.033,0.923,-438.289,-19.139,-447.543,-422.880,-20.730,-455.838
-428.665,-20.102,-447.070,0.337,-0.031,0.941,-436.567,-19.292,-443.313,-420.763,-20.912,-450.828
-426.978,-20.257,-442.359,0.290,-0.030,0.957,-435.058,-19.434,-439.002,-418.898,-21.080,-445.717
-425.528,-20.408,-437.570,0.337,-0.037,0.941,-433.766,-19.572,-434.620,-417.291,-21.244,-440.520
-423.841,-20.595,-432.859,0.146,-0.022,0.989,-432.216,-19.748,-430.324,-415.466,-21.442,-435.393
-423.098,-20.706,-427.817,0.195,-0.029,0.980,-431.571,-19.857,-424.783,-414.625,-21.555,-430.851
-422.122,-20.848,-422.908,0.146,-0.027,0.989,-430.779,-19.969,-421.632,-413.466,-21.728,-424.184
-421.392,-20.986,-417.957,0.096,-0.024,0.995,-429.974,-20.121,-416.251,-412.810,-21.851,-419.664
-420.911,-21.106,-412.976,0.046,-0.022,0.999,-429.567,-20.231,-411.700,-412.254,-21.981,-414.252
-420.679,-21.216,-407.976,0.046,-0.023,0.999,-429.388,-20.331,-407.135,-411.970,-22.101,-408.818
-420.447,-21.333,-402.983,-0.004,-0.021,1.000,-428.938,-20.466,-402.589,-411.956,-22.201,-403.377
-420.465,-21.438,-397.978,0.046,-0.027,0.999,-429.206,-20.547,-397.572,-411.724,-22.329,-398.384
-420.233,-21.574,-392.978,-0.053,-0.019,0.998,-428.983,-20.676,-393.009,-411.483,-22.472,-392.947
-420.500,-21.669,-387.962,-0.003,-0.025,1.000,-428.991,-20.810,-387.568,-412.010,-22.528,-388.356
-420.517,-21.793,-382.956,-0.053,-0.021,0.998,-429.255,-20.890,-383.423,-411.779,-22.695,-382.490
-420.784,-21.898,-377.959,-0.053,-0.021,0.998,-429.534,-21.009,-377.988,-412.034,-22.788,-377.930
-421.050,-22.005,-372.967,-0.103,-0.017,0.995,-429.538,-21.134,-373.419,-412.562,-22.876,-372.514
-421.566,-22.090,-367.988,-0.053,-0.022,0.998,-430.303,-21.196,-368.454,-412.828,-22.984,-367.522
-421.833,-22.200,-362.990,-0.053,-0.022,0.998,-430.536,-21.301,-363.892,-413.129,-23.100,-362.088
-422.099,-22.310,-357.998,-0.103,-0.017,0.995,-430.587,-21.448,-358.451,-413.611,-23.173,-357.545
-422.615,-22.394,-353.019,-0.053,-0.021,0.998,-431.353,-21.509,-353.485,-413.877,-23.279,-352.553
-422.882,-22.498,-348.021,-0.053,-0.021,0.998,-431.585,-21.609,-348.923,-414.178,-23.387,-347.119
-423.148,-22.601,-343.029,-0.103,-0.014,0.995,-431.636,-21.748,-343.482,-414.660,-23.454,-342.576
-423.664,-22.669,-338.050,-0.053,-0.018,0.998,-432.402,-21.794,-338.516,-414.927,-23.544,-337.584
-423.931,-22.759,-333.051,-0.003,-0.021,1.000,-432.634,-21.880,-333.953,-415.228,-23.638,-332.149
-423.948,-22.863,-328.046,-0.053,-0.015,0.998,-432.685,-21.994,-328.512,-415.210,-23.731,-327.579
